"Front","Back"
"নিচের কোন গ্রন্থটির রচয়িতা H.G.Wells?","All of the above<br><br><strong>ব্যাখ্যা:</strong> (H.G. Wells-এর লেখা এই তিনটি বই-ই সঠিক: <i>The Invisible Man</i>, <i>The Time Machine</i>, এবং <i>The First Man on the Moon</i>।)"
"Which one is the incorrect answer?","We reached at home yesterday<br><br><strong>ব্যাখ্যা:</strong><ul><li>অপশনে উল্লিখিত বাক্যগুলোর মধ্যে - <i>We reached at home yesterday</i> - বাক্যটি অশুদ্ধ।</li><li>কিছু verb - যেমন - <b>Reach, resemble, violate, discuss, resign, sign, investigate, recommend, order, command, enter,</b> ইত্যাদি verb গুলো transitive বলে এদের পরে কোনো preposition বসে না।</li><li>এদের পর সরাসরি object বসে।</li><li>সে অনুযায়ী সঠিক বাক্যটি হবে - <b>We reached home yesterday.</b></li><li>অন্য বাক্যগুলো সব সঠিক।</li></ul>"
"SIM-এর পূর্ণরূপ কী?","Subscriber Identity Module<br><br><strong>ব্যাখ্যা:</strong><ul><li>'SIM'- এর পূর্ণরূপ হলো <b>Subscriber Identity Module</b>।</li><li>SIM একটি সমন্বিত বর্তনী যা নিরাপদে আন্তর্জাতিক মোবাইল গ্রাহকের পরিচয় (আইএমএসআই) সংরক্ষণ করে।</li><li>এটি একটি Portable মেমরি চিপ যা আপনাকে বিশ্বকে কল করতে সক্ষম করে যেখানে গ্রাহকের Network উপলব্ধ।</li><li>সিমটি সাধারণত GSM (জিএসএম) নেটওয়ার্কের ওপর পরিচালিত MOBILE ফোনগুলোতে ব্যবহৃত হয়।</li></ul>"
"কোন গ্রন্থটি William Blake-এর লেখা?","The school Boy<br><br><strong>ব্যাখ্যা:</strong><ul><li>উল্লিখিত অপশনগুলোর মধ্যে - <b><i>The School Boy</i></b> is written by <b>William Blake</b>.</li><li>এটি মূলত একটি কবিতা।</li><li>এটি তাঁর কবিতা সংকলন 'Songs of Experience'-এর অন্তর্ভুক্ত হয়ে প্রকাশিত হয়।</li><li><b>William Blake:</b><ul><li>William Blake is an English poet.</li><li>তাঁর জন্ম এবং মৃত্যু লন্ডনে।</li><li>Among the romantic poets, William Blake was both a poet and painter.</li></ul></li><li><b>Best Works (Poetry):</b><ul><li><i>Songs of Innocence</i></li><li><i>Songs of Experience</i></li><li><i>The Schoolboy</i></li><li><i>The French Revolution</i></li></ul></li><li><b>অন্য অপশনগুলোর মধ্যে:</b><ul><li>খ) <i>The Traveller; or, a Prospect of Society</i> (1764) is a philosophical poem by <b>Oliver Goldsmith</b>.</li><li>ঘ) <i>The Daffodils</i> - <b>William Wordsworth</b> ('The Daffodils' is also called 'I wandered Lonely as a Cloud')</li></ul></li></ul>"
"কোনটি সঠিক বানান?","Pendulum<br><br><strong>ব্যাখ্যা:</strong><ul><li><b>Pendulum</b> (noun)</li><li><b>English meaning:</b><br>– A body so suspended from a fixed point as to swing freely to and fro by the alternate action of gravity and momentum.<br>– It is used to regulate the movements of clockwork and other machinery.</li><li><b>Bangla Meaning:</b> দোলক (সাধারণত ঘড়ির); ওপরের দিক এমনভাবে গ্রথিত দণ্ড যেটি সহজভাবে দুলতে পারে।</li></ul>"
"'Worse' শব্দটি Adjective-এর কোন degree?","Comparative<br><br><strong>ব্যাখ্যা:</strong><ul><li>দুই বা ততোধিক ব্যক্তি, বস্তু ও প্রাণীর মধ্যে দোষ বা গুণের তুলনা করার পদ্ধতিকে <b>Degree</b> বলে।</li><li>আর Adjective যখন দুটি ব্যক্তি বা প্রাণীর মধ্যে তুলনা বোঝায় তাকে <b>Comparative Degree</b> বলে।</li><li><b>Worse</b> শব্দটি <b>Bad</b> - Adjective-এর Comparative degree.</li><li><b>Positive</b> - Bad (খারাপ; মন্দ; গর্হিত; পাপ; কদর্য; অন্যায়)</li><li><b>Comparative</b> - Worse (অধিকতর মন্দ; দ্বিতীয় আর একটি বস্তু বা বিষয়ে অপেক্ষা অপেক্ষাকৃত খারাপ বা নিকৃষ্ট)</li><li><b>Superlative</b> - Worst (চরম মন্দ অবস্থা; সর্বাপেক্ষা খারাপ অবস্থা; সর্বোচ্চ নিন্দনীয় পরিস্থিতি)</li></ul>"
"We are having a friendly ------ about football","chat<br><br><strong>ব্যাখ্যা:</strong><ul><li><b>অপশনে উল্লিখিত শব্দগুলোর অর্থ:</b><ul><li>ক) <b>report</b> - রিপোর্ট; প্রতিবেদন; বিবরণী।</li><li>খ) <b>gossip</b> - পরচর্চা; রটনা।</li><li>গ) <b>chat</b> - খোসগল্প, বন্ধুত্ব পেতে বা নিছক আমোদের জন্য কারও সঙ্গে গল্প করা।</li><li>ঘ) <b>whisper</b> - ফিসফিস করে বলা।</li></ul></li><li>সুতরাং, বোঝা যাচ্ছে, উল্লিখিত অপশনগুলোর মধ্যে - শূন্যস্থানে <b>Chat</b> বসালে বাক্যের অর্থ পূর্ণতা পাবে।</li><li>কারণ এখানে ফুটবল অর্থাৎ একটি সাধারণ বিষয়কে নিয়ে আলোচনা বা কথা বলার অর্থ প্রকাশ পাচ্ছে।</li><li><b>Complete sentence:</b> <i>We are having a friendly chat about football.</i></li></ul>"
"FARE শব্দটি দ্বারা কী বোঝায়?","ভাড়া<br><br><strong>ব্যাখ্যা:</strong><ul><li><b>Fare</b> (noun)</li><li><b>English Meaning:</b> the money paid for a journey on public transport.</li><li><b>Bangla Meaning:</b> যানবাহনের ভাড়া।</li><li>সুতরাং, <b>Fare</b> শব্দটি দ্বারা 'ভাড়া' বোঝাচ্ছে।</li><li><b>অন্যদিকে:</b><ul><li>ক) মেলা - Fair/ Exhibition</li><li>গ) সুষ্ঠু - Fair</li><li>ঘ) ভয় দেখানো - hold out threats; intimidate; browbeat; bully.</li></ul></li></ul>"
"What is an epic?","a long poem<br><br><strong>ব্যাখ্যা:</strong><ul><li><b>Epic:</b></li><li>In general, an epic is a <b>long narrative poem</b> that describes the deeds of a hero.</li><li>However, the term 'epic' could be used to address a novel as well.</li><li>এগুলো সাধারণত সুদীর্ঘ এবং রোমাঞ্চকর হয়ে থাকে।</li><li>অনেক সময় কারও বীরত্বপূর্ণ কর্মের ইতিহাসও তুলে ধরা হয় এই কবিতাগুলোতে।</li><li><b>For instance:</b> 'Paradise Lost' by John Milton.</li></ul>"
"Adjacent to - phrase-এর অর্থ","নিকটবর্তী<br><br><strong>ব্যাখ্যা:</strong><ul><li><b>Adjacent to</b> -</li><li><b>English Meaning:</b> very near, next to, or touching.</li><li><b>Bangla Meaning:</b> সন্নিহিত; সন্নিকৃষ্ট; নিকটবর্তী।</li><li>কোনো কিছুর খুব কাছে বা যুক্ত বোঝাতে <i>adjacent</i>-এর পর <i>to</i> ব্যবহৃত হয়।</li></ul>"
"'উদাত্ত পৃথিবী' কাব্যগ্রন্থের রচয়িতা কে?","সুফিয়া কামাল<br><br><strong>ব্যাখ্যা:</strong><ul><li>'উদাত্ত পৃথিবী' কাব্যগ্রন্থের রচয়িতা- <b>সুফিয়া কামাল</b>।</li><li>এটি ১৯৬৪ সালে প্রকাশিত হয়।</li><li><b>সুফিয়া কামাল:</b><ul><li>'জননী সাহসিকা' হিসেবে পরিচিত সুফিয়া কামাল ছিলেন মূলত কবি।</li><li>সুফিয়া কামাল বাংলাদেশের একজন প্রথিতযশা কবি, লেখিকা ও নারী আন্দোলনের অন্যতম পথিকৃৎ।</li><li>তিনি বরিশালের শায়েস্তাবাদে মামার বাড়িতে জন্মগ্রহণ করেন।</li><li>তাঁর পৈতৃক নিবাস কুমিল্লায়।</li><li>'বেগম' (১৯৪৭) পত্রিকার প্রথম সম্পাদক ছিলেন তিনি।</li></ul></li><li><b>তাঁর রচিত কাব্যগ্রন্থ:</b><ul><li>সাঁঝের মায়া</li><li>উদাত্ত পৃথিবী</li><li>অভিযাত্রিক</li><li>মায়া কাজল ইত্যাদি।</li></ul></li><li><b>গল্পগ্রন্থ:</b><ul><li>কেয়ার কাঁটা</li><li>একাত্তরের ডায়েরী।</li></ul></li></ul>"
"'খাতক' শব্দের বিপরীত শব্দ কোনটি?","মহাজন<br><br><strong>ব্যাখ্যা:</strong> গুরুত্বপূর্ণ কিছু বিপরীত শব্দ:<ul><li>'ঘাতক' শব্দের বিপরীতার্থক শব্দ- পালক</li><li>'সৌম্য' শব্দের বিপরীত শব্দ- উগ্র</li><li>'অনুরক্ত'-এর বিপরীত শব্দ- বিরক্ত</li><li>'অনুমেয়'-এর বিপরীত শব্দ- অননুমেয়</li><li>'নিয়ত'-এর বিপরীত শব্দ- বিরত</li><li>'প্রবিষ্ট'-এর বিপরীত শব্দ- প্রস্থিত</li><li>'ঔদ্ধত্য'-এর বিপরীত শব্দ- বিনয়।</li></ul>"
"দেশি শব্দ নয় কোনটি?","(উত্তর স্পষ্ট নয়।)<br><br><strong>ব্যাখ্যা:</strong><ul><li><b>দেশি শব্দ:</b> আর্য জাতি বাংলা দেশে আসার আগে দ্রাবিড়, অস্ট্রিক প্রভৃতি যে-সব প্রাক্-আর্য জাতি এদেশে বসবাস করত তাদের ভাষার অনেক শব্দ বাংলা ভাষায় রয়ে গেছে। সে-সব শব্দরাজিই ‘দেশি' শব্দ। অর্থাৎ, সংস্কৃতের সঙ্গে সম্পর্কশূন্য, বাংলা দেশের আদিম অধিবাসীদের ভাষার শব্দাবলিকে ‘দেশি শব্দ’ বলা হয়। যেমন : কুড়ি (কোল ভাষা), পেট (তামিল ভাষা) , চুলা (মুণ্ডারি ভাষা)।</li><li><b>বাংলা ভাষায় ব্যবহৃত কিছু দেশি শব্দ:</b> যেমন- খুঁটি, ঝিঙে, চিংড়ি, চাল, ট্যাংরা, ডিঙা, ঢিল, ঢিপি, ঝাটা, মুড়ি, মুড়কি, ঢেঁকি, ঢোল, ঝাল, ডাহা, ডাঙ্গা, বঁটি, কামড়, দোয়েল, ফিঙে, খাঁচা, খড়, কুলা, গাড়ি, ঘোড়া, ঘোমটা, আঁকা, ধামা, বোঝা, চাঙ্গা, চাঙ, টোপর, ডাব ইত্যাদি।</li><li><b>বিশ্লেষণ:</b><ul><li>'মুড়কী' একটি বানানজনিত ভুল যার শুদ্ধরূপ 'মুড়কি', যা একটি দেশি শব্দ।</li><li>'িঝঙ্গা' [(তৎসম বা সংস্কৃত) ঝিঙ্গাক>থেকে আগত; মুণ্ডারি ঝিঙ্গা]।</li><li>'মাছি' একটি তদ্ভব শব্দ, যা সংস্কৃত 'মক্ষিকা' থেকে আগত।</li><li>(প্রদত্ত অপশন 'িঝঙ্গা', 'িঢল', 'মুড়িক', 'কুলা' সবগুলোই বা তাদের মূলরূপ দেশি শব্দ হিসেবে পরিচিত। প্রশ্নটিতে সম্ভবত অস্পষ্টতা আছে।)</li></ul></li></ul>"
"বাংলা মুদ্রাক্ষরের জনক বলা হয় কাকে?","চার্লস উইলকিন্স<br><br><strong>ব্যাখ্যা:</strong><ul><li>বাংলা মুদ্রাক্ষরের জনক বলা হয় - <b>চার্লস উইলকিন্স</b>।</li><li><b>চার্লস উইলকিন্স (১৭৪৯-১৮৩৬):</b><ul><li>তিনি ছিলেন প্রাচ্য ভাষাবিদ, কলকাতাস্থ এশিয়াটিক সোসাইটির প্রতিষ্ঠাতা-সদস্য এবং বাংলা ও ফারসি মুদ্রাক্ষরের আধুনিক আকৃতির উদ্ভাবক।</li><li>তিনি ছিলেন বাংলা ও ফারসি ভাষায় মুদ্রণের জন্য ছাপাখানা স্থাপনের ক্ষেত্রে পথিকৃৎ। এর ফলে মুদ্রণ ও পুস্তক প্রকাশের ক্ষেত্রে এক বিপ্লব সাধিত হয়।</li><li>বাংলা বর্ণমালার মুদ্রাক্ষর দ্বারা মুদ্রিত প্রথম বই হলো এন.বি. হ্যালহেডের ‘A Grammar of the Bengali Language' (১৭৭৮)।</li></ul></li></ul>"
"'একেই কি বলে সভ্যতা' এটি মধুসূদন দত্তের কী জাতীয় রচনা?","প্রহসন<br><br><strong>ব্যাখ্যা:</strong><ul><li><b>মাইকেল মধুসূদন দত্ত:</b><ul><li>মাইকেল মধুসূদন দত্তএকজন মহাকবি, নাট্যকার।</li><li>তিনি ১৮২৪ সালের ২৫ জানুয়ারি যশোর জেলার কপোতাক্ষ নদের তীরে সাগরদাঁড়ি গ্রামে জন্ম গ্রহণ করেন।</li><li>মাইকেল মধুসূদন দত্ত বাংলাভাষার সনেট প্রবর্তক।</li><li>মাইকেল মধুসূদন দত্ত অমিত্রাক্ষর ছন্দের প্রবর্তক।</li><li>মাইকেল মধুসূদন দত্ত প্রথম অমিত্রাক্ষর ছন্দের প্রয়োগ করেন ‘পদ্মাবতী’ নাটকে।</li><li>অমিত্রাক্ষর ছন্দে রচিত প্রথম কাব্যগ্রন্থ - তিলোত্তমাসম্ভব কাব্য। অর্থাৎ, এই কাব্যটি সম্পূর্ণ অমিত্রাক্ষর ছন্দে রচিত।</li><li>মাইকেল মধুসূদন দত্ত রচিত প্রথম কাব্যগ্রন্থ 'দ্য ক্যাপটিভ লেডি'। এটি ইংরেজিতে রচিত।</li></ul></li><li>'একেই কি বলে সভ্যতা' ১৮৬০ সালে প্রকাশিত মাইকেল মধুসূদন দত্ত রচিত '<b>প্রহসন</b>'।</li></ul>"
"কোনটি সঠিক?","বహిপীর (নাটক)<br><br><strong>ব্যাখ্যা:</strong><ul><li><b>বहिপীর:</b><ul><li>সৈয়দ ওয়ালীউল্লাহ্‌ রচিত নাটক - <b>বहिপীর</b>।</li><li>এটি ১৯৬০ সালে ঢাকা থেকে প্রথম প্রকাশিত হয়।</li><li>'কাঁদো নদী কাঁদো' সৈয়দ ওয়ালীউল্লাহ্‌ রচিত একটি উপন্যাস।</li></ul></li><li><b>মহাশ্মশান:</b><ul><li>কায়কোবাদের শ্রেষ্ঠ কাব্যগ্রন্থ - মহাশ্মশান (মহাকাব্য)।</li><li>এটি ১৯০৫ সালে প্রকাশিত।</li><li>তাঁর এই কাব্যটি ৩ খণ্ডে বিভক্ত।</li><li>এটি পানিপথের তৃতীয় যুদ্ধের কাহিনি অবলম্বনে একটি মহাকাব্য।</li></ul></li><li><b>সোজন বাদিয়ার ঘাট:</b><ul><li>কবি জসীমউদ্দীনের কাহিনিকাব্য- সোজন বাদিয়ার ঘাট।</li><li>এটি প্রথম প্রকাশিত হয় ১৯৩৩ সালে।</li></ul></li></ul>"
"'হর্ষণ' শব্দের অর্থ কী?","আনন্দ<br><br><strong>ব্যাখ্যা:</strong><ul><li>'হর্ষণ' (বিশেষ্য)<br><b>অর্থ:</b> পুলক, হর্ষ।</li><li>'হর্ষ' শব্দটিও একটি বিশেষ্য শব্দ।<br><b>অর্থ:</b><br>১। আনন্দ, উল্লাস, পুলক।<br>২। উদ্‌গম, উদ্ভেদ।<br>৩। শিহরন।</li></ul>"
"'আমার জ্বর জ্বর লাগছে' এটি কোন ধরনের বাক্য?","সরল<br><br><strong>ব্যাখ্যা:</strong><ul><li>গঠন অনুযায়ী বাক্য তিন প্রকার। যথা- সরল বাক্য, মিশ্র/জটিল বাক্য এবং যৌগিক বাক্য।</li><li><b>সরল বাক্য:</b> যে বাক্যে একটি মাত্র কর্তা এবং একটিমাত্র সমাপিকা ক্রিয়া থাকে, তাকে সরল বাক্য বলে।<br>যেমন:- পুকুরে পদ্মফুল জন্মে। - তোমরা বাড়ি যাও।</li><li>একইভাবে, 'আমার জ্বর জ্বর লাগছে' বাক্যটিতে একটি মাত্র কর্তা এবং একটিমাত্র সমাপিকা ক্রিয়া থাকায় বাক্যটি <b>সরল বাক্য</b> হবে।</li><li>...</li><li><b>অন্যদিকে:</b> ""দ্বিরুক্ত"" বাক্যের কোনো ধরন নয়। 'দ্বিরুক্ত' বলতে বোঝায় 'দুই বার উচ্চারিত হয়েছে এমন'। 'আমার জ্বর জ্বর লাগছে'- বাক্যটিতে ‘জ্বর জ্বর’ হলো দ্বিরুক্ত শব্দ, যা 'সামান্যতা' বোঝাতে ব্যবহৃত হয়েছে।</li></ul>"
"Personnel-এর বাংলা অর্থ কী?","কর্মীগণ<br><br><strong>ব্যাখ্যা:</strong><ul><li><b>Personnel:</b> (noun)</li><li><b>English Meaning:</b> a body of persons usually employed (as in a factory or organization).</li><li><b>Bangla Meaning:</b> কর্মচারী; কোনো অফিস বা প্রতিষ্ঠানের কর্মীগণ।</li><li><b>অন্যদিকে:</b><ul><li>ক) ব্যক্তিগত - Personal</li><li>গ) ব্যক্তি সম্পর্কীয় - about a person, relation to a person.</li><li>ঘ) ব্যক্তিগত বিষয় - Personal matter.</li></ul></li></ul>"
"'আমরা সবাই রাজা আমাদের এই রাজার রাজত্বে' - এ গানে কোন ভাব প্রকাশ পেয়েছে?","দায়িত্ববোধ<br><br><strong>ব্যাখ্যা:</strong><ul><li>রবীন্দ্রনাথের অতি পরিচিত একটি গান ‘আমরা সবাই রাজা’। ...এই গানটিতে যেন রবীন্দ্রনাথ রাজত্ব বা ‘রুল’ নিয়ে তাঁর আদর্শগুলো সূত্রাকারে লিপিবদ্ধ করে গিয়েছেন।</li><li>""আমরা সবাই রাজা আমাদের এই রাজার রাজত্বে<br>নইলে মোদের রাজার সনে মিলব কী স্বত্বে?<br>আমরা যা খুশি তাই করি, তবু তাঁর খুশিতেই চরি,<br>আমরা নই বাঁধা নই দাসের রাজার ত্রাসের দাস্তত্বে...""</li><li>অর্থাৎ, রাজ্যে বৈষম্য নেই, রয়েছে সমানাধিকার ও স্বাধীনতা। এই রাজার সঙ্গে আমাদের সম্পর্কটি ত্রাসেরও নয়, দাসত্বেরও নয়। ...আমরা রাজার দাস নই, তাঁর শাসন ভিত্তি ত্রাস নয়, এই কথাটা বলে স্বাধীনতার একটি পরিচিত তত্ত্বেরই আভাস দিলেন রবীন্দ্রনাথ।</li><li>...আমাদের স্বাধীনতা ও রাজার নিয়মের মধ্যে কোনো দ্বন্দ্ব নেই। যেন আমাদের স্বাধীনতাতেই তাঁর ইচ্ছের পরিপূরণ এবং নিয়মের সার্থকতা। এ রাজ্যে পথচলার কোনো বিশৃঙ্খলা নেই, সবাই চলে আপন মতে। (এই ব্যাখ্যাটি সমতা ও স্বাধীনতার ওপর জোর দেয়, 'দায়িত্ববোধ' অপশনটি সম্ভবত একটি নির্দিষ্ট ব্যাখ্যার ওপর নির্ভরশীল।)</li></ul>"
"'মৃন্ময়ী' রবীন্দ্রনাথ ঠাকুরের কোন ছোটগল্পের নায়িকা?","সমাপ্তি<br><br><strong>ব্যাখ্যা:</strong><ul><li>'সমাপ্তি' ছোটগল্পের চরিত্র 'মৃন্ময়ী'।</li><li><b>রবীন্দ্রনাথ ঠাকুর:</b><ul><li>রবীন্দ্রনাথ ঠাকুরকে বাংলা ছোটগল্পের জনক বলা হয়।</li><li>তিনি ১১৯টি ছোটগল্প রচনা করেন।</li></ul></li><li><b>তাঁর উল্লেখযোগ্য কয়েকটি ছোটগল্প:</b><ul><li>ভিখারিণী, দেনা পাওনা, মণিহারা, পোস্টমাস্টার, এক রাত্রি, ক্ষুধিত পাষাণ, স্ত্রীর পত্র, নষ্টনীড়, কাবুলিওয়ালা, হৈমন্তী, মুসলমানীর গল্প।</li></ul></li></ul>"
"'মোরা একটি ফুলকে বাঁচাব বলে যুদ্ধ করি' গানের গীতিকার কে?","গোবিন্দ হালদার<br><br><strong>ব্যাখ্যা:</strong><ul><li>'মোরা একটি ফুলকে বাঁচাব বলে যুদ্ধ করি' গানটির গীতিকার/রচয়িতা- <b>গোবিন্দ হালদার</b>।</li><li>এটি ১৯৭১ সালে বাংলাদেশের মুক্তিযুদ্ধের প্রেক্ষাপটে রচিত।</li><li>এই গানে কণ্ঠ দেন আপেল মাহমুদ।</li><li><b>গোবিন্দ হালদারের জনপ্রিয় গানের মধ্যে রয়েছে:</b><ul><li>এক সাগর রক্তের বিনিময়ে</li><li>পূর্ব দিগন্তে সূর্য উঠেছে ইত্যাদি।</li></ul></li></ul>"
"মুষলধারে বৃষ্টি পড়ছে - এখানে 'বৃষ্টি' শব্দটি কোন কর্তা?","মুখ্য কর্তা<br><br><strong>ব্যাখ্যা:</strong><ul><li><b>কর্তা কারক:</b> ক্রিয়া যার দ্বারা সম্পাদিত হয়, তাকে কর্তা কারক বলে। বাক্যে কর্তা বা উদ্দেশ্যই কর্তা কারক। ...</li><li>'মুষলধারে বৃষ্টি পড়ছে'- এই বাক্যে 'বৃষ্টি' কর্তৃকারক। কারণ পড়ার কাজ বৃষ্টি নিজে করছে।</li><li>নিজেই ক্রিয়া সম্পাদন করছে। সুতরাং বৃষ্টি এখানে <b>মুখ্য কর্তা</b>।</li></ul>"
