"<b>Flag Sign</b> (চুলে) বলতে কি বুঝায়? [431]","<b>1. First Principle:</b> চুলে মেলানিন পিগমেন্ট তৈরির জন্য প্রোটিন লাগে। যখন প্রোটিন থাকে না, চুলের রঙ হালকা হয়ে যায়। ভালো খেলে আবার কালো হয়।<br><br><b>2. Feynman Technique:</b> চুলে জেব্রা ক্রসিংয়ের মতো দাগ। একবার কালো (ভালো খাওয়া), একবার বাদামী (খারাপ খাওয়া), আবার কালো।<br><br><b>3. Analogy:</b> গাছের পাতায় যেমন পুষ্টি না পেলে ছোপ ছোপ হলুদ দাগ পড়ে।<br><br><b>4. Example:</b> PEM আক্রান্ত বাচ্চার চুলে হালকা এবং গাঢ় রঙের ব্যান্ড দেখা যায়।<br><br><b>5. See-Link-Animate:</b> বাচ্চার চুলের দিকে তাকাও, মনে হচ্ছে চুলে পতাকা (Flag) আঁকা হয়েছে—কালো, সাদা, কালো ব্যান্ডের স্ট্রাইপ।"
"<b>Bitot's Spots</b> কি? [406, 478, 483]","<b>1. First Principle:</b> Vitamin A এর অভাবে চোখের কনজাংটিভার এপিথেলিয়াম শুকিয়ে 'Keratin' জমে যায়।<br><br><b>2. Feynman Technique:</b> চোখের সাদা অংশে সাবানের ফেনার মতো সাদা, ত্রিকোণাকার দাগ। এটা ভিটামিন এ-এর অভাবে হয়।<br><br><b>3. Analogy:</b> পানির অভাবে যেমন মাটি ফেটে সাদা হয়ে যায়, চোখের পানি (Mucus) না থাকায় চোখ শুকিয়ে ফেনা জমেছে।<br><br><b>4. Example:</b> ত্রিভুজাকৃতির সাদা স্পট চোখের মনি'র পাশে।<br><br><b>5. See-Link-Animate:</b> একটা খরগোশ (যে গাজর খায় Vit A এর জন্য) তোমার চোখের ভেতর এক দলা সাদা ফোম (Bitot’s spot) লাগিয়ে দিচ্ছে সাবধান করার জন্য।"
"<b>Angular Stomatitis</b> এবং <b>Glossitis</b> কি? [407, 489, 491]","<b>1. First Principle:</b> মূলত Riboflavin (B2) বা Niacin (B3) এর অভাব। এপিথেলিয়াল সেলগুলোর টার্নওভার কমে যায়, ফলে মিউকাস মেমব্রেন ফেটে যায়।<br><br><b>2. Feynman Technique:</b> মুখের কোণা ফেটে যাওয়া (Angular Stomatitis) এবং জিহ্বা লাল হয়ে মসরিন হয়ে যাওয়া (Glossitis)।<br><br><b>3. Analogy:</b> শীতকালে ঠোঁট ফাটার মতো, কিন্তু এখানে ভিটামিনের অভাবে মুখের কোণা ছিঁড়ে যাচ্ছে।<br><br><b>4. Example:</b> জিহ্বা দেখতে টকটকে লাল বা ম্যাজেন্টা রঙের (Magenta Tongue) এবং মুখের দুই কোণায় ঘা।<br><br><b>5. See-Link-Animate:</b> আয়নায় দেখছো তোমার মুখের দুই কোণা দিয়ে রক্ত পড়ছে (Cracked corners) আর জিহ্বাটা একটা বড় লাল স্ট্রবেরির মতো হয়ে গেছে।"
"<b>Koilonychia</b> (Spoon Nails) কেন হয়? [409, 506]","<b>1. First Principle:</b> Chronic Iron Deficiency Anemia। আয়রনের অভাবে নখের ম্যাট্রিক্সে অক্সিজেন কম যায়, ফলে নখ নরম হয়ে উল্টে যায়।<br><br><b>2. Feynman Technique:</b> নখগুলো উল্টে চামচের মতো গর্ত হয়ে যায়, যাতে মনে হয় এক ফোঁটা পানি নখের ওপর ধরে রাখা যাবে।<br><br><b>3. Analogy:</b> মাটির অভাবে গাছ যেমন শুকিয়ে নেতিয়ে পড়ে, আয়রনের অভাবে নখ মাঝখান থেকে দেবে যায়।<br><br><b>4. Example:</b> নখের মাঝখানে গর্ত, চামচের মতো শেপ।<br><br><b>5. See-Link-Animate:</b> কল্পনা করো তুমি তোমার নখ দিয়ে চা খাচ্ছো কারণ নখটা চামচ (Spoon) হয়ে গেছে। Iron (ইস্ত্রি) দিয়ে সেটা সোজা করার চেষ্টা করছ।"
"<b>Pellagra</b> এর লক্ষণগুলো কি কি (4 D's)? [408, 499, 503]","<b>1. First Principle:</b> Niacin (Vitamin B3) এর অভাব। এটি চামড়া, অন্ত্র এবং স্নায়ুতন্ত্রকে ক্ষতিগ্রস্ত করে।<br><br><b>2. Feynman Technique:</b> এই রোগে চামড়া পুড়ে যাওয়ার মতো কালো হয়ে যায়। মনে রাখার সহজ উপায় ৪টি 'D'।<br><br><b>3. Analogy:</b> রোদে পোড়া চামড়া (Sunburn) যেমন হয়, পেললেগ্রাতে শরীরের খোলা অংশগুলো তেমন কালো হয়ে যায়।<br><br><b>4. Example:</b><br>1. Dermatitis (চামড়ার রোগ)<br>2. Diarrhea (ডায়রিয়া)<br>3. Dementia (স্মৃতিভ্রম/পাগল হওয়া)<br>4. Death (চিকিৎসা না করলে মৃত্যু)<br><br><b>5. See-Link-Animate:</b> একজন লোক রোদে দাঁড়িয়ে আছে, তার চামড়া কালো হয়ে খসে পড়ছে (Dermatitis), সে পেটের ব্যথায় কোঁকড়াচ্ছে (Diarrhea) এবং উল্টাপাল্টা কথা বলছে (Dementia)।"
"<b>Scurvy</b> এর প্রধান ওরাল সাইন কি? [407, 492]","<b>1. First Principle:</b> Vitamin C এর অভাব। কোলাজেন (Collagen) সিন্থেসিস ঠিকমতো হয় না, তাই রক্তনালী দুর্বল হয়ে ফেটে যায়।<br><br><b>2. Feynman Technique:</b> মাড়ি থেকে রক্ত পড়া। ভিটামিন সি সিমেন্টের মতো কোষগুলোকে ধরে রাখে। সিমেন্ট না থাকলে দেওয়াল (রক্তনালী) ধসে পড়ে।<br><br><b>3. Analogy:</b> পুরনো পাইপ লিক করার মতো মাড়ি থেকে রক্ত লিক করে।<br><br><b>4. Example:</b> Spongy Bleeding Gums (ফোলা এবং রক্তপাত হওয়া মাড়ি)।<br><br><b>5. See-Link-Animate:</b> তুমি আপেল কামড় দিয়েছ, কিন্তু আপেলের গায়ে লাল রক্ত লেগে আছে কারণ তোমার মাড়ি দিয়ে রক্ত পড়ছে (Scurvy)।"
"<b>Rickets</b> এর লক্ষণ কি এবং কেন হয়? [539-542]","<b>1. First Principle:</b> Vitamin D বা Calcium এর অভাব। হাড় শক্ত হতে পারে না (Mineralization হয় না), তাই শরীরের ভারে হাড় বেঁকে যায়।<br><br><b>2. Feynman Technique:</b> নরম হাড়। বাচ্চা যখন দাঁড়াতে শেখে, তখন শরীরের ওজনে তার নরম পায়ের হাড় ধনুকের মতো বেঁকে যায়।<br><br><b>3. Analogy:</b> নরম মাটির খুঁটি। উপরে ওজন দিলে যেমন খুঁটি বেঁকে যায়।<br><br><b>4. Example:</b> Bow legs (পা ধনুকের মতো বাঁকা) বা Knock knees (হাঁটু জোড়া লেগে যাওয়া)।<br><br><b>5. See-Link-Animate:</b> একটি বাচ্চার পা দুটো ব্র্যাকেটের মতো ( ) বেঁকে গেছে। সে ঠিকমতো হাঁটতে পারছে না।"
"<b>Goiter</b> কি এবং কেন হয়? [420, 546]","<b>1. First Principle:</b> Iodine Deficiency। থাইরয়েড গ্ল্যান্ড পর্যাপ্ত হরমোন বানাতে পারে না, তাই চেষ্টার ফলে গ্ল্যান্ডটি আকারে বড় হয়ে যায় (Hypertrophy)।<br><br><b>2. Feynman Technique:</b> গলার সামনে ফোলা ভাব। আয়োডিন না পেয়ে থাইরয়েড গ্ল্যান্ডটি ফুলে বড় হয়ে যায়।<br><br><b>3. Analogy:</b> বেলুন ফোলানোর মতো গলা ফুলে যাওয়া।<br><br><b>4. Example:</b> গলার সামনে বড় একটা পিণ্ড বা টিউমারের মতো ফোলা।<br><br><b>5. See-Link-Animate:</b> আয়োডিনযুক্ত লবণের প্যাকেট দেখছ, আর একজন লোকের গলার দিকে তাকাচ্ছ যার গলাটা ব্যাঙের মতো ফুলে আছে।"
"<b>Phrynoderma</b> (Toad Skin) কি? [408, 498]","<b>1. First Principle:</b> Vitamin A বা Essential Fatty Acid এর অভাব। ঘর্মগ্রন্থিগুলো বন্ধ হয়ে যায় এবং কেরাটিন জমে।<br><br><b>2. Feynman Technique:</b> চামড়া ব্যাঙের মতো খসখসে এবং দানাদার হয়ে যাওয়া।<br><br><b>3. Analogy:</b> স্যান্ডপেপার বা শিরিষ কাগজের মতো চামড়া।<br><br><b>4. Example:</b> হাত ও পায়ে ছোট ছোট শক্ত দানা, যা দেখতে ব্যাঙের চামড়ার মতো।<br><br><b>5. See-Link-Animate:</b> তোমার হাতের চামড়া হঠাৎ করে ব্যাঙের চামড়ার (Toad Skin) মতো অমসৃণ হয়ে গেছে।"
"<b>Clinical Assessment</b> এর সুবিধা ও অসুবিধা কি? [633-638]","<b>1. First Principle:</b> এটি সহজ ও সস্তা কিন্তু সুনির্দিষ্ট নয়।<br><br><b>2. Feynman Technique:</b> ডাক্তার শুধু দেখেই রোগ ধরছে। লাভ হলো টাকা লাগে না, লস হলো রোগের শুরুতেই ধরা যায় না।<br><br><b>3. Analogy:</b> গাড়ির বাইরের বডি দেখে কন্ডিশন বোঝা। স্ক্র্যাচ (Sign) দেখা যায়, কিন্তু ইঞ্জিনের ভেতরের সমস্যা (Subclinical) বোঝা যায় না।<br><br><b>4. Example:</b><br>- সুবিধা: Fast & Inexpensive (দ্রুত ও সস্তা)।<br>- অসুবিধা: Cannot detect early cases (শুরুর দিকে ধরা পড়ে না)।<br><br><b>5. See-Link-Animate:</b> ডাক্তার বাবু খালি চোখে রোগী দেখছেন (টাকা বাঁচছে), কিন্তু মাইক্রোস্কোপ ছাড়া ছোট সমস্যা মিস করছেন।"
"Front","Back"
"<b>Biochemical Assessment</b> এর মূল উদ্দেশ্য (Purpose) এবং সুবিধা কি?","<b>1. First Principle:</b> এটি শরীরের টিস্যু বা ফ্লুইড (রক্ত/প্রস্রাব) পরীক্ষা করে পুষ্টির লেভেল মাপে। এর মূল শক্তি হলো এটি 'Subclinical Deficiency' ধরতে পারে।<br><br><b>2. Feynman Technique:</b> ক্লিনিক্যাল মেথডে আমরা বাইরে থেকে দেখি (যেমন চোখ হলুদ কিনা)। কিন্তু বায়োকেমিকেলে আমরা শরীরের ভেতরে উঁকি দেই। বাইরে লক্ষণ দেখা যাওয়ার অনেক আগেই রক্তে পুষ্টি কমে যায়, ল্যাব টেস্ট সেটা ধরে ফেলে।<br><br><b>3. Analogy:</b> আইসবার্গ (Iceberg)। পানির ওপরে যতটুকু দেখা যায় তা হলো Clinical Sign, আর পানির নিচে বিশাল যে অংশ লুকিয়ে থাকে তা হলো Subclinical Deficiency, যা কেবল ল্যাব টেস্টে ধরা পড়ে।<br><br><b>4. Example:</b> রক্তশূন্যতা (Anemia) হওয়ার অনেক আগেই Serum Ferritin কমে যায়।<br><br><b>5. See-Link-Animate:</b> একজন গোয়েন্দা (Lab Test) আতশ কাঁচ দিয়ে তোমার রক্তের ফোঁটার ভেতর লুকিয়ে থাকা চোরকে (Deficiency) ধরে ফেলছে, যা খালি চোখে দেখা যাচ্ছিল না।"
"<b>Serum Albumin</b> এবং <b>Prealbumin</b> এর মধ্যে পার্থক্য কি?","<b>1. First Principle:</b> Albumin হলো দীর্ঘমেয়াদী প্রোটিন স্ট্যাটাস (Half-life ২০ দিন), আর Prealbumin হলো স্বল্পমেয়াদী স্ট্যাটাস (Half-life ২-৩ দিন)।<br><br><b>2. Feynman Technique:</b> তুমি গত ১ মাসে কেমন খেয়েছ তা দেখতে Albumin চেক করা হয়। আর গত ২-৩ দিনে কেমন খেয়েছ তা দেখতে Prealbumin চেক করা হয়।<br><br><b>3. Analogy:</b> Albumin হলো তোমার বাৎসরিক পরীক্ষার রেজাল্ট (Long term)। Prealbumin হলো তোমার সাপ্তাহিক কুইজ টেস্ট (Short term/Current)।<br><br><b>4. Example:</b> হাসপাতালে কোনো রোগী রিকভার করছে কিনা দেখতে ডাক্তার Prealbumin চেক করেন, কারণ এটি দ্রুত বদলায়।<br><br><b>5. See-Link-Animate:</b> ক্যালেন্ডারের দিকে তাকাও। একটা ক্যালেন্ডারে ২০ দিনের দাগ কাটা (Albumin), আরেকটা ছোট নোটে মাত্র ২ দিনের দাগ কাটা (Prealbumin)।"
"<b>Serum Ferritin</b> টেস্ট কেন করা হয়?","<b>1. First Principle:</b> এটি শরীরে জমাকৃত আয়রন (Iron Stores) এর পরিমাণ নির্দেশ করে। হিমোগ্লোবিন কমার আগেই ফেরিটিন কমে যায়।<br><br><b>2. Feynman Technique:</b> পকেটে কত টাকা আছে সেটা হলো 'Serum Iron', আর ব্যাংকে কত জমানো আছে সেটা হলো 'Serum Ferritin'। পকেট খালি হওয়ার আগেই ব্যাংক খালি হতে শুরু করে।<br><br><b>3. Analogy:</b> গোডাউন (Ferritin) বনাম দোকানের শেলফ (Hemoglobin)। সাপ্লাই কমলে আগে গোডাউন খালি হয়।<br><br><b>4. Example:</b> Iron Deficiency Anemia এর একদম প্রথম স্টেজে Ferritin কমে যায়, যদিও হিমোগ্লোবিন তখনো নর্মালে থাকতে পারে।<br><br><b>5. See-Link-Animate:</b> একটা লোহার সিন্দুক (Safe) কল্পনা করো। সিন্দুকের ভেতর কতটুকু সোনা (Iron) জমা আছে তা মাপা হচ্ছে।"
"<b>HbA1c</b> টেস্ট কি নির্দেশ করে?","<b>1. First Principle:</b> এটি গত ২-৩ মাসের গড় ব্লাড গ্লুকোজ লেভেল নির্দেশ করে। গ্লুকোজ হিমোগ্লোবিনের সাথে যুক্ত হয়ে এটি তৈরি করে।<br><br><b>2. Feynman Technique:</b> প্রতিদিন ব্লাড সুগার মাপা হলো আবহাওয়ার রিপোর্ট। আর HbA1c হলো গত তিন মাসের ঋতু বা সিজন কেমন ছিল তার রিপোর্ট।<br><br><b>3. Analogy:</b> সিসিটিভি ফুটেজ। গত ৩ মাসে শরীরে চিনির অবস্থা কেমন ছিল তার রেকর্ড।<br><br><b>4. Example:</b> ডায়াবেটিস রোগীর কন্ট্রোল কেমন আছে তা জানতে এটি করা হয়।<br><br><b>5. See-Link-Animate:</b> লোহিত রক্তকণিকাগুলোর গায়ে চিনির দানা লেগে আছে। গত ৩ মাসে কতগুলো দানা জমেছে তা তুমি গুনছ।"
"<b>Functional Biochemical Test</b> বলতে কি বুঝায়?","<b>1. First Principle:</b> এটি সরাসরি নিউট্রিয়েন্ট মাপে না, বরং নিউট্রিয়েন্টের অভাবে শরীরের কোনো কাজ (Function) ঠিকমতো হচ্ছে কিনা তা দেখে।<br><br><b>2. Feynman Technique:</b> গাড়িতে তেল আছে কিনা তা ডিপস্টিক দিয়ে মাপা হলো 'Direct Test'। আর গাড়ি স্টার্ট নিচ্ছে কিনা বা হেডলাইট জ্বলছে কিনা তা দেখা হলো 'Functional Test'।<br><br><b>3. Analogy:</b> পরীক্ষায় পাস মার্ক (Function) তোলা। তুমি কত পড়েছ (Nutrient Level) সেটা বড় কথা নয়, রেজাল্ট কি (Function) সেটাই দেখা হচ্ছে।<br><br><b>4. Example:</b> ভিটামিন এ এর অভাবে রাতে চোখে কম দেখা (Dark Adaptation Test)। এখানে ভিটামিন মাপা হচ্ছে না, চোখের কাজ মাপা হচ্ছে।<br><br><b>5. See-Link-Animate:</b> তুমি অন্ধকারে একটা সুইচ টিপছ। সুইচ কাজ করছে না (Functional defect) কারণ ব্যাটারিতে চার্জ (Nutrient) নেই।"
"<b>24-Hour Dietary Recall</b> মেথডটি কি?","<b>1. First Principle:</b> গত ২৪ ঘণ্টায় একজন ব্যক্তি কি কি খেয়েছে এবং পান করেছে তার বিস্তারিত মৌখিক বিবরণ নেওয়া।<br><br><b>2. Feynman Technique:</b> ডাক্তার জিজ্ঞেস করছে, 'গতকাল সকাল থেকে আজ সকাল পর্যন্ত আপনি কি কি খেয়েছেন?'—এটাই ২৪ আওয়ার রিকল। এটি স্মৃতির ওপর নির্ভর করে।<br><br><b>3. Analogy:</b> গতকালের ডায়েরি পড়া বা রিওয়াইন্ড বাটন চেপে গতকালের ভিডিও দেখা।<br><br><b>4. Example:</b> সকালে ২টা রুটি, দুপুরে ১ বাটি ভাত, বিকেলে ১টা বিস্কুট... এভাবে সব নোট করা।<br><br><b>5. See-Link-Animate:</b> তুমি ঘড়ির কাঁটা উল্টো দিকে ঘোরাচ্ছো (Rewind) এবং মনে করছো গতকাল প্লেটে কি কি ছিল।"
"<b>Food Frequency Questionnaire (FFQ)</b> কি এবং এর সুবিধা কি?","<b>1. First Principle:</b> একটি নির্দিষ্ট সময়ের মধ্যে (যেমন ১ মাসে) কোনো নির্দিষ্ট খাবার কতবার খাওয়া হয়েছে তার তালিকা।<br><br><b>2. Feynman Technique:</b> এটা একটা চেকপয়েন্ট লিস্ট। জিজ্ঞেস করা হয়—'আপনি কি সপ্তাহে দুধ খান? খেলে কতবার?' এটি দীর্ঘমেয়াদী খাদ্যাভ্যাস বুঝতে সাহায্য করে।<br><br><b>3. Analogy:</b> ক্লাসের এটেন্ডেন্স শিট। ছাত্রটি মাসে কতদিন এসেছে তা দেখা।<br><br><b>4. Example:</b> প্রশ্ন: গত সপ্তাহে কতবার ডিম খেয়েছেন? উত্তর: ৩ বার।<br><br><b>5. See-Link-Animate:</b> তোমার হাতে একটা লম্বা লিস্ট। তুমি টিক দিচ্ছ—দুধ (রোজ), মাছ (সপ্তাহে ২ দিন), বার্গার (মাসে ১ দিন)।"
