"front","Back"
"বিজয় কীবোর্ডে 'জ্ঞ' (gg) লিখতে কোন কী-গুলো চাপতে হয়?","J (জ) + g + Y (ঞ)।"
"বাংলাদেশ কম্পিউটার কাউন্সিল (BCC) কোন বাংলা কীবোর্ড লে-আউট অনুমোদন করেছে?","ন্যাশনাল কীবোর্ড (BCC National Keyboard)।"
"পৃথিবীর অন্য সকল ভাষার মতো বাংলাও কোন মান ব্যবহার করে লেখা যায়?","ইউনিকোড (Unicode)।"
"ইউনিকোড ব্যবহারের প্রধান সুবিধা কী?","যেকোনো কীবোর্ডে লেখা বাংলা আন্তর্জাতিক নিয়মে সংরক্ষণ করা যায়।"
"বিনামূল্যের ইউনিকোড সফটওয়্যার 'অভ্র' (Avro) কে প্রবর্তন করেন?","মেহেদী হাসান খান।"
"'অভ্র' (Avro) সফটওয়্যারটি কবে প্রবর্তিত হয়?","২০০৭ সালে।"
"'অভ্র' (Avro) সফটওয়্যারের কোন ব্যবস্থাটি তরুণ সমাজের কাছে জনপ্রিয়?","উচ্চারণভিত্তিক (ফোনেটিক) বাংলা টাইপিং ব্যবস্থা।"
"ফোনেটিক টাইপিং-এ ""ami banglay gan gai"" টাইপ করলে কী লেখা হবে?","'আমি বাংলায় গান গাই'।"
"'অভ্র' (Avro) সফটওয়্যারে আর কোন বিশেষ সুবিধা যুক্ত করা হয়?","মাউস দিয়ে বাংলা লেখার সুবিধা।"
"অধিকাংশ বাংলা সফটওয়্যারে কোন কীবোর্ড লে-আউটটি অন্তর্ভুক্ত করা হয়েছে?","শহীদ মুনীর চৌধুরীর উদ্ভাবিত মুনীর অপটিমা কীবোর্ড লে-আউট।"
"বাংলায় টাইপ করার জন্য বিজয় সফটওয়্যারে কোন কী চাপতে হয়?","Ctrl + Alt + b।"
"বাংলায় টাইপ করার জন্য অভ্র সফটওয়্যারে কোন কী চাপতে হয়?","F12 কী।"
"বিজয় সফটওয়্যারের জন্য কোন ফন্ট নির্বাচন করতে হয়?","SutonnyMJ।"
"অভ্র সফটওয়্যারের জন্য কোন ফন্ট নির্বাচন করতে হয়?","Nikosh বা যেকোনো ইউনিকোড ফন্ট।"
"ডকুমেন্ট যেন হারিয়ে না যায় সেজন্য কী করতে হয়?","ডকুমেন্টটিকে একটি নাম দিয়ে সংরক্ষণ বা সেইভ (Save) করতে হয়।"
"যে প্রক্রিয়া অনুসরণ করে একটি ডকুমেন্টের ভুল-ভ্রান্তিগুলো ঠিক করা হয় তাকে কী বলে?","সম্পাদনা (Editing)।"
"কোনো অংশ নির্বাচন (Select) করতে শিফট কী চেপে ধরে কোন কী চাপতে হয়?","ডান অ্যারো (Shift + →) বা প্রয়োজন অনুযায়ী অ্যারো কী।"
"ডকুমেন্টের কোনো অংশ এক জায়গা থেকে অন্য জায়গায় সরাতে কোন কমান্ড ব্যবহার করা হয়?","কাট (Cut)।"
"কাট (Cut) করার কীবোর্ড শর্টকাট কী?","Ctrl + x।"
"ডকুমেন্টের কোনো অংশের অনুলিপি করতে কোন কমান্ড ব্যবহার করা হয়?","কপি (Copy)।"
"কপি (Copy) করার কীবোর্ড শর্টকাট কী?","Ctrl + c।"
"কাট বা কপি করা অংশ নির্ধারিত স্থানে রাখতে কোন কমান্ড ব্যবহার করা হয়?","পেস্ট (Paste)।"
"পেস্ট (Paste) করার কীবোর্ড শর্টকাট কী?","Ctrl + v।"
"ডকুমেন্টের কোনো অংশ মুছে ফেলতে কোন কী ব্যবহার করা হয়?","Delete (Del) বা BACKSPACE কী।"
"লাইনের শুরুতে কার্সর নিতে কোন কী চাপতে হয়?","HOME।"
"লাইনের শেষে কার্সর নিতে কোন কী চাপতে হয়?","END।"
"ডকুমেন্টের শুরুতে কার্সর নিতে কোন কী চাপতে হয়?","CTRL + HOME।"
"ডকুমেন্টের শেষে কার্সর নিতে কোন কী চাপতে হয়?","CTRL + END।"
"ডকুমেন্টকে সুন্দরভাবে সাজানোর কাজকে কী বলে?","ডকুমেন্ট ফরম্যাটিং (Document Formatting)।"
"লেখার আকার ১ পয়েন্ট বড় করার কীবোর্ড শর্টকাট কী?","CTRL + ]।"
"লেখার আকার ১ পয়েন্ট ছোট করার কীবোর্ড শর্টকাট কী?","CTRL + [।"
"লেখা বোল্ড (Bold) করার কীবোর্ড শর্টকাট কী?","CTRL + b।"
"লেখা ইটালিক (Italic) করার কীবোর্ড শর্টকাট কী?","CTRL + i।"
"লেখা আন্ডারলাইন (Underline) করার কীবোর্ড শর্টকাট কী?","CTRL + u।"
"প্যারাগ্রাফের এলাইনমেন্ট কয় ধরনের হতে পারে?","চার ধরনের (বাম, ডান, মাঝ বরাবর, জাস্টিফাইড)।"
"প্যারাগ্রাফ বামদিকে এলাইন (Left Align) করার কীবোর্ড শর্টকাট কী?","CTRL + l।"
"প্যারাগ্রাফ ডানদিকে এলাইন (Right Align) করার কীবোর্ড শর্টকাট কী?","CTRL + r।"
"প্যারাগ্রাফ মাঝখানে এলাইন (Center Align) করার কীবোর্ড শর্টকাট কী?","CTRL + e। (পাঠ্যবইয়ে ভুলভাবে CTRL + c দেওয়া আছে)।"
"প্যারাগ্রাফ জাস্টিফাইড এলাইন (Justified Align) করার কীবোর্ড শর্টকাট কী?","CTRL + j।"
"ডকুমেন্ট ছাপানো বা মুদ্রণ (Print) করার কীবোর্ড শর্টকাট কী?","CTRL + P।"
"মুদ্রণের জন্য কী কী প্রয়োজন?","কম্পিউটার সংযুক্ত প্রিন্টার, প্রিন্টারের সফটওয়্যার, এবং উপযুক্ত সাইজের কাগজ।"
"ডকুমেন্ট সংরক্ষণ ও সহজে খুঁজে পাওয়ার কাজকে কী বলে?","ডকুমেন্ট ব্যবস্থাপনা।"
"সাধারণভাবে ডকুমেন্ট সংরক্ষণ করলে সেটি কোন ফোল্ডারে সংরক্ষিত হয়?","মাই ডকুমেন্ট (My Documents) ফোল্ডারে।"
"সহজে ডকুমেন্ট খুঁজে পেতে মাই ডকুমেন্ট ফোল্ডারে কী তৈরি করা উচিত?","নতুন ফোল্ডার (New Folder) এবং তা নামকরণ করা।"
"কম্পিউটারে লেখালেখির কাজ করার সফটওয়্যার কোনটি?","ওয়ার্ড প্রসেসিং সফটওয়্যার।"
"নিচের কোনটি উচ্চারণভিত্তিক বাংলা সফটওয়্যার?","অভ্র (Avro)।"
"'এন্টার' (Enter) কী কোন কাজে ব্যবহার করা হয়?","কার্সরকে এক লাইন নিচে নামাতে।"
"আমেরিকায় থাকা রানু, যে বাংলায় লিখতে পারে না, সে দাদুকে কার্ড পাঠাতে কোন সফটওয়্যার ব্যবহার করতে পারে?","অভ্র (কারণ এটি উচ্চারণভিত্তিক/ফোনেটিক)।"
