"front","back"
"খন্দক অবরোধটি মোটামুটি কতদিন স্থায়ী হয়েছিলো?","অবরোধ প্রায় এক মাসকাল পর্যন্ত স্থায়ী ছিল; বিবরণে প্রাসঙ্গিকভাবে কুড়ি- বাইশ দিন হওয়ার উল্লেখ আছে।"
"খন্দক অবরোধের সময় মুসলিমদের ওপর আল্লাহ কীভাবে সাহায্য প্রদান করেছেন বলে বর্ণনা আছে?","এক বিপুল ঝড় (প্রচণ্ড ঝঞ্ঝা) প্রেরণ করে কাফিরদের ছাউনিসহ সামন্তদের ছিন্নভিন্ন করে দেয়া হয় এবং অদৃশ্য সৈন্যদের সাহায্য করা হয়েছে (সূরা আহযাব: আয়াত ৯)।"
"ঝঞ্ঝার ফলে কাফির বাহিনীর কী অবস্থা হয়?","তাদের ছাউনি উড়ে যায়, সৈন্য-সামন্ত ছিন্ন-ভিন্ন হয় এবং তাদের মনোবল ভেঙে পড়ে।"
"খন্দক যুদ্ধের ফলে কাকে প্রথমে ফিরে যেতে দেখা যায়?","ইহুদীরা (কিছুকাল পরে) আগেই কেটে পড়েছিলো; পরে কেবল কুরাইশদেরেই ফিরে যেতে হলো।"
"খন্দক যুদ্ধ শিক্ষাগুলোতে ঈমানের ওপর কী বার্তা দেয়?","মুমিনকে সবসময় আল্লাহর অনুগ্রহ ও নিয়ামতকে নির্ভর করতে হবে—বড় পরাক্রমিক শক্তি হলেও কাজ আল্লাহর অনুগ্রহে নির্ভরশীল।"
"খন্দক যুদ্ধ কীভাবে ঈমানের প্রকৃততা যাচাই করে?","সংকটের সময়ে যারা ত্যাগ ও কষ্ট সহ্য করে অটল থাকে তাদের প্রকৃত ঈমান প্রকাশ পায়, আর দুর্বলরা মুখোশ খুলে ফেলে।"
"খন্দক যুদ্ধের আলোচনায় মুনাফিকদের দুর্বলতার মূল উৎস হিসেবে কী চিহ্নিত করা হয়েছে?","জান ও মালের ক্ষতির আশঙ্কাকে সবচেয়ে বড় দুর্বলতার উৎস হিসেবে চিহ্নিত করা হয়েছে।"
"আহযাব সূরার কোন আয়াতে মুসলিমদেরকে স্মরণ করানো হয়েছে যে যদি আল্লাহ সিদ্ধান্ত নেন তাদের ক্ষতি করতে তাহলে আর কে বাঁচাতে পারবে?","আহযাব: আয়াত ১৭-এ এই তত্ত্বটি স্মৃত করানো হয়েছে।"
"খন্দক যুদ্ধের আলোচনায় রাসূল (স)-এর জীবন কেন উদাহরণ হিসেবে উপস্থাপিত হয়েছে?","কারণ তার ধৈর্য, কঠোর সংকল্প ও খোদা-নির্ভরতা অপরাবর অনুকরণীয় আদর্শ হিসেবে সর্বকালীন দিকনির্দেশনা দেয়।"
"বনু কুরায়জা কিসের জন্য বিশ্বাসঘাতকতা করেছিল এবং কখন?","খন্দক যুদ্ধের সময় তারা মুসলিমদের বিরুদ্ধে শত্রু পক্ষকে সাহায্য করে ও চুক্তি ভঙ্গ করে; এই বিশ্বাসঘাতকতা করা হয় যখন পুরো আরব শত্রু হিসেবে মুসলমানদের ওপর ঝাঁপিয়ে পড়েছিল।"
"বনু কুরায়জাকে কী শাস্তি দেওয়া হয়েছিলো যুদ্ধের পর এবং কী অনুযায়ী?","তাদের মধ্যে সমস্ত যুদ্ধোপযোগী পুরুষদের হত্যা করা হবে এবং বাকীদের বন্দী করে নেওয়া হবে; তাদের সমস্ত মালপত্র বাজেয়াপ্ত করা হবে—এ সিদ্ধান্ত ছিল তওরাতের বিধি অনুযায়ী।"
"বনু কুরায়জার শাস্তির পর প্রায় কতজনকে হত্যা করা হয়েছিলো?","প্রায় চারশ লোককে হত্যা করা হয়।"
"বনু কুরায়জার মধ্যে একটি নারী কেনও হত্যা করা হয়েছিলো?","কারণ সে কিল্লার প্রাচীর থেকে পাথর ফেলে একজন মুসলিমকে হত্যা করেছিলো; এ অপরাধে তাকে হত্যা করা হয়।"
"বনু নযীর কোন পর্যায়ে কাকে উসকে দিয়েছিলো?","বনু নযীর ইহুদী গোত্র অন্যান্য গোত্রকে মুসলমানদের বিরুদ্ধে উত্তেজিত করে কুরাইশদেরকে মদীনা আক্রমণে প্রস্তুত করে তোলে।"
"খন্দক খননের সময় মদীনার কতটা দিক উন্মুক্ত ছিল এবং কী দিয়ে বাকি তিন দিক আবদ্ধ ছিল?","মদীনার একটি দিক উন্মুক্ত ছিল; বাকি তিন দিক ছিল ঘর-বাড়ি ও খেজুর বাগান দ্বারা ঘেরা।"
"খন্দক খননের সময় নবীর প্রতি দশ জনকে কত গজ ভূমি বণ্টন করা হয়েছিলো?","প্রতি দশজন লোকের মধ্যে দশ গজ ভূমি বণ্টন করে দেওয়া হয়েছিলো।"
"কাফিররা পরিখা পার হতে না পারায় কী করেছিলো?","তারা পরিখার অপর পাড়ে অবস্থান করে দূর থেকে পাথর ও তীর নিক্ষেপ করত এবং বিক্ষিপ্তভাবে হামলা চালাত।"
"খন্দক যুদ্ধের সময় কখনো কখনো নামাজ কেন কাज़া হয়ে যেতো?","আক্রমণের তীব্রতায় এবং নিরাপত্তাজনিত কারণে নামাজ অনিয়মিত হয়ে কিছুবার কাज़া হয়ে গিয়েছিলো।"
"খন্দক যুদ্ধ সম্পর্কে সূরা আহযাবের আয়াতে কি ধরনের মানসিক অবস্থা বর্ণিত আছে?","চক্ষু ফেটে যাওয়া-সদৃশ ভয়, কলিজা মুখে আসার অনুভূতি এবং খোদা সম্পর্কে সন্দেহভাজন ভাবনা—মানসিক ভীতির অবস্থা বর্ণিত।"
"খন্দক যুদ্ধের সময় মুনাফিকরা কী ধরণের বক্তব্য করেন বলে আয়াতে বর্ণিত আছে?","তারা বলত: 'আল্লাহ ও তাঁর রাসূল আমাদের কাছে বিজয় ও সাহায্যের যে ওয়াদা করেছিলেন, তা সম্পূর্ণ ধোকা'—অর্থাৎ তারা ওয়াদায় সন্দেহ প্রকাশ করত।"
"খন্দক যুদ্ধের ইতিহাসে 'জুনুদ আনফেকারা' বা এমন অদৃশ্য সহায়তার কথা কীভাবে বর্ণিত?","সূরা আহযাব আয়াত ৯-এ বলা হয়েছে যে আল্লাহ তদের ওপর ঝঞ্ঝা ও এমন সৈন্য পাঠালেন, যা মানুষ দেখতে পায়নি—অদৃশ্য সাহায্যের নির্দেশ।"
"খন্দক যুদ্ধের ঘটনাবলীর আলোকে মুসলমানদের বিরুদ্ধে বড় শত্রু কোন ধরণের আসক্তি ছিলো উল্লেখিত?","মানবিক দুর্বলতা—জান-মালের ভয় এবং নিজের জীবন রক্ষার প্রবণতা ছিলো সবচেয়ে বড় দুর্বলতা।"
"খন্দক যুদ্ধের পরে বনু কুরায়জার সিদ্ধান্ত বাস্তবায়নের পেছনে কোন ধর্মগ্রন্থের বিধি অনুসরণ করা হয়েছিলো?","তওরাতের বিধি অনুযায়ী তাদের উপর ফয়সালা করা হয়েছিল।"
"খন্দক যুদ্ধ শেখায় যে একজন মুমিন সফলতা কী মনে করবে?","সফলতাকে ব্যক্তি-চেষ্টার ফল হিসেবে নয় বরং আল্লাহর অনুগ্রহ (ফযল) হিসেবে বিবেচনা করা উচিত।"
"খন্দক যুদ্ধ সম্পর্কে 'আহব্যাব' শব্দের অর্থ কী?","আহব্যাব মানে একাধিক বাহিনী; একাধিক বাহিনী সম্মিলিত হওয়ার কারণে যুদ্ধে এই নামকরণ।"
"খন্দক যুদ্ধের সময় মুনাফিকদের যে বক্তব্য তারা নবী (স)-কে সামনে এসে করেছিলো, তার মূল বিষয় কী ছিলো?","তারা নিজেদের গৃহ-নিরাপত্তার কথা বলে ময়দান থেকে সরে যাওয়ার অনুরোধ করেছিল; প্রকৃত উদ্দেশ্য ছিল পালানো।"
"খন্দক যুদ্ধের সময় আল্লাহ কেন ওই ঝঞ্ঝা পাঠিয়েছেন বলে বর্ণনা করা হয়েছে?","মুমিনদের জন্য রহমত এবং কাফিরদের জন্য আযাব হিসেবে—যাতে মুসলমানরা বাঁচে ও শত্রুর শক্তি নাশ হয়।"
"খন্দক যুদ্ধের শিক্ষা অনুযায়ী বিপজ্জনক পরিক্ষায় কাদের আলাদা করা সম্ভব হয়?","সংকটকালে যারা সত্যিকারের ঈমানী তারা থেকে মুনাফিক ও দুর্বলরা আলাদা হয়ে যায়।"
"খন্দক যুদ্ধের সময় নবী (স) কিংবা সাহাবীরা কোন ধরণের কাজের মাধ্যমে পারস্পরিক সহযোগিতা দেখিয়েছিলেন?","সবাই মিলিত হয়ে রাত-দিন পরিখা খনন, খাদ্য ও বিনিয়োগ ত্যাগ করে একসঙ্গে সংগ্রাম করে সহযোগিতা করেছে।"
"বনু কুরায়জা আত্মসমর্পণের পর তাদের ওপর কোন আইনি প্রক্রিয়া প্রয়োগ করা হয়েছিলো?","তাদের কিল্লা অবরোধ ও তওরাত অনুযায়ী ফয়সালা করে যুদ্ধোপযোগী পুরুষদের হত্যা এবং বাকীকে বন্দী করে রাখা ও সম্পদ বাজেয়াপ্ত করা হয়।"
"খন্দক যুদ্ধের ঘটনাগুলো মুসলিম সম্প্রদায়ের জন্য কী ধরণের দীর্ঘস্থায়ী পাঠ রেখে গেছে?","ধৈর্য, ত্যাগ, খোদা-নির্ভরতা, ঈমানের পরীক্ষায় দৃঢ় থাকা ও নেতার অনুকরণীয় জীবনচর্যার পাঠ।"
