"front","back"
"মক্কা বিজয়ের ভাষণে হযরত (স) কী ঘোষণা করেন?","সব গর্ব-অহংকার ও পুরনো রক্তের বদলা বাতিল।"
"কোন দায়িত্ব দুটি ব্যতিক্রম হিসেবে রাখা হয়?","কা’বার তত্ত্বাবধান ও হাজীদের পানি সরবরাহ।"
"হযরত (স) মক্কা বিজয়ের ভাষণে কোন কুরআন আয়াত পাঠ করেন?","সূরা হুজরাতের ১৩ নম্বর আয়াত (ইয়া আইয়ুহান্ নাস... )।"
"মক্কা বিজয়ের ভাষণে তিনি মানুষ সম্পর্কে কী শিক্ষা দেন?","সব মানুষ আদমের সন্তান এবং পরহেজগাররাই সম্মানিত।"
"হযরত (স) রক্তের প্রতিশোধ প্রথা সম্পর্কে কী ঘোষণা দেন?","আরবের সব রক্তের বদলা প্রথা বাতিল।"
"ইসলামের দৃষ্টিতে মানুষের মর্যাদার আসল মাপকাঠি কী?","খোদার বিধানের আনুগত্য ও পরহেজগারি।"
"মক্কা বিজয়ের সময় হযরত (স) শত্রুদের কী প্রশ্ন করেন?","‘আজ তোমাদের সঙ্গে আমি কিরূপ আচরণ করবো?’"
"কুরাইশরা কী জবাব দিয়েছিলো?","‘আপনি আমাদের সম্ভ্রান্ত ভ্রাতা ও সম্ভ্রান্ত ভ্রাতুষ্পুত্র।’"
"হযরত (স) কী উত্তর দিয়েছিলেন?","‘যাও, আজ তোমাদের বিরুদ্ধে কোনো অভিযোগ নেই; তোমরা মুক্ত।’"
"হযরত (স) পরিত্যক্ত বাড়িঘর সম্পর্কে কী নির্দেশ দিয়েছিলেন?","মুহাজিরদেরকে নিজেদের দাবি পরিত্যাগ করতে বলেন।"
"মক্কা বিজয়ের প্রকৃত অর্থ কী ছিলো?","এ ছিলো মানুষের হৃদয় জয়।"
"মক্কা বিজয়ের সময় ইসলামী বাহিনীর প্রকৃত লক্ষ্য কী ছিলো?","শিরকমুক্ত খোদার ঘর পুনঃপ্রতিষ্ঠা।"
"হযরত (স) মক্কা বিজয়ের সময় কীভাবে বিনয় প্রকাশ করেছিলেন?","উটের পিঠে ঝুঁকে, যেন মুখ কুঁজ স্পর্শ করছিলো।"
"আবু সুফিয়ান কীভাবে মুসলমানদের দলে যোগ দেন?","হযরত (স)-এর মহানুভবতায় অনুপ্রাণিত হয়ে ইসলাম গ্রহণ করেন।"
"মক্কা বিজয় কবে সংঘটিত হয়?","অষ্টম হিজরীতে।"
"হযরত (স) কেন মক্কা বিজয়কে শান্তিপূর্ণ রাখেন?","কারণ তাঁর লক্ষ্য ছিল তওহীদের পুনঃপ্রতিষ্ঠা, প্রতিশোধ নয়।"
"মক্কা বিজয়ের সময় নিহতদের সংখ্যা কত ছিলো?","মাত্র ১৩ জন হামলাকারী।"
"মক্কা বিজয়ের পর হযরত (স) কাকে সাধারণ নিরাপত্তার ঘর ঘোষণা করেন?","আবু সুফিয়ানের ঘরকে।"
"মক্কা বিজয়ের সময় কা’বার দেয়ালে কী ছিলো?","নানারূপ চিত্র অঙ্কিত ছিলো।"
"মক্কা বিজয়ের ভাষণের মূল বার্তা কী ছিলো?","সমতা, ক্ষমা ও আল্লাহর প্রশংসা।"
