"তাবুক যুদ্ধে নবী করীম (স) কত সৈন্য নিয়ে রওনা হন?","ত্রিশ হাজার সৈন্য।"
"তাবুক যাত্রায় কতজন অশ্বারোহী ছিল?","মাত্র দশ হাজার।"
"তাবুক অভিযানের সময় এক উটে কয়জন করে সৈন্য চড়ত?","পালাক্রমে কয়েকজন করে।"
"তাবুক যুদ্ধে মুসলমানদের যুদ্ধ করতে হয়েছিল কি?","না, রোম সম্রাট সৈন্য প্রত্যাহার করায় যুদ্ধ ছাড়াই বিজয় অর্জিত হয়।"
"রোম সম্রাট কাইসার কেন সৈন্য প্রত্যাহার করে নেন?","তিনি জানতেন, মুসলমানদের সাহস ও বিশ্বাসের কারণে সরাসরি যুদ্ধ করলে পরাজিত হবেন।"
"তাবুকে নবী করীম (স) কতদিন অবস্থান করেছিলেন?","বিশ দিন।"
"তাবুকে অবস্থানকালে নবী করীম (স) কী করেছিলেন?","রোম প্রভাবাধীন ক্ষুদ্র রাজ্যগুলোকে ইসলামী রাষ্ট্রের অধীনে আনেন।"
"তাবুক অভিযানের সময় মুনাফিকরা কী করেছিল?","তারা মদীনায় থেকে ইসলামী আন্দোলনের বিরুদ্ধে ষড়যন্ত্র করেছিল।"
"মুনাফিকরা কেন আলাদা মসজিদ নির্মাণ করেছিল?","নামাযের অজুহাতে মুসলমানদের বিরুদ্ধে গোপন ষড়যন্ত্র করার জন্য।"
"চক্রান্তের মসজিদ কোথায় নির্মিত হয়েছিল?","মদীনায়, মসজিদে নববীর নিকটে।"
"চক্রান্তের মসজিদ ধ্বংস করার আদেশ কে দেন?","নবী করীম (স)।"
"চক্রান্তের মসজিদে নবী করীম (স) নামায পড়েছিলেন কি?","না, আল্লাহর ওহী দ্বারা তিনি নিষেধপ্রাপ্ত হন।"
"তাবুক অভিযান শেষে কোন সূরা নাজিল হয়?","সূরা তাওবা।"
"সূরা তাওবায় মুনাফিকদের সম্পর্কে কী নির্দেশ দেওয়া হয়?","তাদের সাথে কঠোর আচরণ করতে এবং তাদের দান-যাকাত গ্রহণ না করতে।"
"তাবুক থেকে ফেরার পর নবী করীম (স)-এর তিনটি গুরুত্বপূর্ণ কাজের একটি কী ছিল?","মুনাফিকদের বিরুদ্ধে স্পষ্ট নীতি গ্রহণ।"
"আবু আমের কে ছিলেন?","একজন খ্রিষ্টান পাদ্রী, যিনি ইসলামের বিরোধী হয়ে পড়েছিলেন।"
"আবু আমের রোমে কেন গিয়েছিলেন?","রোম সম্রাট কাইসারকে ইসলামের বিরুদ্ধে উসকে দিতে।"
"মুনাফিকরা আবু আমেরের সাথে কী করেছিল?","তারা মিলিত হয়ে মুসলমানদের বিরুদ্ধে ষড়যন্ত্র পরিকল্পনা করেছিল।"
"তাবুক অভিযান কোন হিজরী সালে সংঘটিত হয়?","নবম হিজরীতে।"
"তাবুক অভিযানে মুসলমানদের জন্য সবচেয়ে বড় শিক্ষাটি কী ছিল?","ঈমান, আনুগত্য ও ত্যাগের মাধ্যমে আল্লাহর সাহায্য লাভ।"
"তাবুক অভিযান মুসলমানদের মধ্যে কী প্রকাশ করে?","সত্য মুমিন ও মুনাফিকদের পার্থক্য স্পষ্ট করে দেয়।"
"তাবুক যুদ্ধের সময় যুদ্ধে যেতে না পারা তিনজন সাহাবীর নাম কী?","কা’ব বিন মালিক, হিলাল বিন উমাইয়া, মুরারা বিন রাবী (রা)।"
"এই তিন সাহাবীকে কীভাবে শাস্তি দেওয়া হয়েছিল?","তাদের সাথে মুসলমানদের কথা বলা বন্ধ করা হয় এবং স্ত্রীদের থেকেও আলাদা রাখা হয়।"
"তাদের তওবা কবে কবুল হয়?","পঞ্চাশ দিন পর আল্লাহ তা’আলা তাদের তওবা কবুল করেন।"
"তাবুক অভিযানের বিজয় কিসের প্রতীক ছিল?","ইসলামী রাষ্ট্রের রাজনৈতিক ও নৈতিক শক্তির দৃঢ় প্রতিষ্ঠা।"
"তাবুক অভিযানে মুসলমানরা যুদ্ধ ছাড়াই কী অর্জন করেন?","রোমক সীমান্তে রাজনৈতিক আধিপত্য ও ইসলামের মর্যাদা প্রতিষ্ঠা।"
"front","back"
"তাবুক অভিযান কবে সংঘটিত হয়?","হিজরী নবম সালের রজব মাসে।"
"তাবুক অভিযান কোন যুদ্ধের ধারাবাহিক ফল?","মুতা যুদ্ধের পরবর্তী কৌশলগত অভিযান।"
"তাবুক অভিযান কাকে কেন্দ্র করে পরিচালিত হয়েছিল?","রোম সাম্রাজ্যের সম্ভাব্য আক্রমণ প্রতিহত করার জন্য।"
"তাবুক কোথায় অবস্থিত?","মদীনা ও সিরিয়ার মধ্যবর্তী স্থানে।"
"তাবুক অভিযান কত দূরত্ব অতিক্রম করে হয়েছিল?","প্রায় ৭০০ কিলোমিটার।"
"তাবুক অভিযানের সময় দেশজুড়ে কী পরিস্থিতি ছিল?","দুর্ভিক্ষ, প্রচণ্ড গরম ও খাদ্য সংকট।"
"তাবুক যাত্রাকে কেন 'ঘরম যুদ্ধ' বলা হয়?","অত্যধিক গরমের কারণে এই নামকরণ করা হয়েছে।"
"তাবুক অভিযানের সময় নবী করীম (স) মুসলমানদের কী আহ্বান জানান?","তিনি সকলকে আল্লাহর পথে দান ও আত্মত্যাগে আহ্বান জানান।"
"তাবুক অভিযানে কে বেশি সম্পদ দান করেছিলেন?","হযরত উসমান (রা)।"
"হযরত উসমান (রা) তাবুক অভিযানে কী দান করেছিলেন?","তিনশ উট, আশি ঘোড়া ও এক হাজার দিনার নগদ অর্থ।"
"হযরত আবু বকর (রা) তাবুক যুদ্ধে কী দান করেন?","নিজের সমস্ত সম্পদ।"
"হযরত ওমর (রা) তাবুক যুদ্ধে কী দান করেন?","নিজের সম্পদের অর্ধেক।"
"হযরত আব্দুর রহমান বিন আউফ (রা) কী দান করেন?","দুই শত উকি (ওজনের) রূপা।"
"তাবুক যুদ্ধে গরিব মুসলমানদের অবস্থা কেমন ছিল?","অনেকে উট বা খাদ্য না পেয়ে কাঁদতে কাঁদতে থেকে গিয়েছিল।"
"যারা উটের অভাবে যুদ্ধে যেতে পারেনি, তাদের কী বলা হয়?","বাকাউন (কাঁদতে থাকা লোক)।"
"তাবুক অভিযানের সময় নবী করীম (স) মুনাফিকদের কোন অজুহাত প্রত্যাখ্যান করেন?","গরম, দূরত্ব ও সম্পদ ঘাটতির অজুহাত।"
"কুরআনে মুনাফিকদের এই অজুহাত সম্পর্কে কী বলা হয়েছে?","‘তোমরা যদি গরমে যাওয়া কষ্টকর মনে করো, জাহান্নামের আগুন আরও উত্তপ্ত।’ (সূরা তাওবা: ৮১)"
"তাবুক অভিযানের সময় নবী করীম (স) কাকে মদীনার দায়িত্বে রাখেন?","হযরত মুহাম্মদ ইবনে মাসলামা (রা)।"
"তাবুক যাত্রাপথে কোন স্থানে নবী করীম (স) উট হারান?","আরওয়াহ নামক স্থানে।"
"উট হারানোর ঘটনায় কে বিদ্রূপ করেন?","একজন মুনাফিক।"
"বিদ্রূপকারীর কথায় নবী করীম (স) কী বলেন?","“তোমার মুখে একদিন এমন কথা আসবে যা তোমাকে ধ্বংস করবে।”"
"তাবুকের পথে মুসলমানরা পানি কোথায় পান করেছিলেন?","তাবুকের একটি অল্প জলের কূপ থেকে।"
"নবী করীম (স) তাবুকের পানির কূপে কী দো‘আ করেছিলেন?","তিনি কূপে পানি বাড়ানোর জন্য দো‘আ করেন, ফলে পানি বেড়ে যায়।"
"তাবুকে পৌঁছে নবী করীম (স) কী পদক্ষেপ নেন?","তিনি সেনাদের বিশ্রাম দেন ও শত্রুপক্ষের সংবাদ সংগ্রহ করেন।"
"রোমক বাহিনী তাবুকে উপস্থিত হয়েছিল কি?","না, তারা যুদ্ধের আগেই পশ্চাদপসরণ করেছিল।"
"রোম সাম্রাজ্যের শাসক তাবুকে মুসলমানদের বিরুদ্ধে কেন যুদ্ধ করেননি?","তিনি মুসলমানদের মনোবল ও ঐক্য দেখে ভীত হন।"
"তাবুক অভিযানের সময় নবী করীম (স) কোন রাজাদের সাথে সন্ধি করেন?","আয়লাহ, জারবা ও মাকনা অঞ্চলের রাজাদের সঙ্গে।"
"এই রাজারা কোন ধর্মাবলম্বী ছিলেন?","খ্রিষ্টান।"
"তাবুক অভিযানের ফলাফল কী হয়েছিল?","রোম সীমান্তে ইসলামের রাজনৈতিক প্রভাব বিস্তার।"
"তাবুক অভিযানে নবী করীম (স) কতদিন অবস্থান করেছিলেন?","বিশ দিন।"
"তাবুক অভিযান শেষে মুসলমানরা কোথায় ফিরে আসেন?","মদীনায়।"
"তাবুক অভিযানের সময় কারা যুদ্ধ ছাড়াই আত্মসমর্পণ করেছিল?","রোম প্রভাবাধীন ক্ষুদ্র রাজ্যগুলো।"
"তাবুক অভিযান ইসলামী ইতিহাসে কেন গুরুত্বপূর্ণ?","এটি ছিল নবী করীম (স)-এর শেষ বৃহৎ সামরিক অভিযান।"
"তাবুক অভিযানের সময় কারা মুসলমানদের বিরুদ্ধে ষড়যন্ত্র করেছিল?","মুনাফিকরা।"
"মুনাফিকরা তাবুক যুদ্ধে অংশ না নিয়ে কী করেছিল?","তারা মদীনায় থেকে নবী করীম (স)-এর বিরুদ্ধে চক্রান্ত করেছিল।"
"মুনাফিকদের নির্মিত চক্রান্তের মসজিদ কোন নামে পরিচিত?","মসজিদে দিরার।"
"মসজিদে দিরার ধ্বংস করার আদেশ কবে দেওয়া হয়?","নবী করীম (স) তাবুক থেকে ফেরার পথে।"
"মসজিদে দিরার ধ্বংসের কারণ কী ছিল?","এটি ছিল মুনাফিকদের ষড়যন্ত্রের কেন্দ্র।"
"তাবুক অভিযানে মুসলমানদের মনোভাব কেমন ছিল?","কষ্ট ও দুর্ভিক্ষ থাকা সত্ত্বেও তারা দৃঢ় ঈমান ও আনুগত্য দেখায়।"
"তাবুক অভিযানের শিক্ষা কী?","আল্লাহর ওপর পূর্ণ ভরসা ও ত্যাগের মাধ্যমে বিজয় অর্জন।"
"তাবুক অভিযান শেষে ইসলামী রাষ্ট্রের অবস্থান কেমন ছিল?","আরব উপদ্বীপে ইসলামী রাষ্ট্র সর্বাধিক শক্তিশালী অবস্থায় পৌঁছায়।"
