"front","back"
"তৎকালীন পারস্যের প্রধান ধর্ম কী ছিল?","অগ্নিপূজা বা মাজুসিয়াত।"
"তৎকালীন রোম সাম্রাজ্যের ধর্ম কী ছিল?","খ্রিষ্টবাদ বা ঈসাইয়াত।"
"রোমান সাম্রাজ্যের পতনের অন্যতম কারণ কী ছিল?","নৈতিকতার বিলুপ্তি, বিলাসিতার অতিরিক্ততা ও ধর্মীয় বিভাজন।"
"ভারতের পৌরাণিক যুগে ধর্মীয় অবস্থা কেমন ছিল?","ব্রাহ্মণ্যবাদ প্রভাবশালী হয়ে উঠেছিল, মূর্তিপূজা ও কুসংস্কার ব্যাপক ছিল।"
"ভারতের ধর্মীয় ইতিহাসে কোন যুগকে সবচেয়ে অন্ধকার যুগ বলা হয়?","পৌরাণিক যুগ।"
"পৌরাণিক যুগে দেব-দেবীর সংখ্যা কত বলা হয়?","প্রায় ৩৩ কোটি।"
"ইহুদীরা কেন সংস্কারমূলক কাজে অক্ষম ছিল?","তারা নবী হত্যা, ধর্মীয় বিকৃতি ও আত্মঅহমিকার কারণে অধঃপতনের চরম সীমায় পৌঁছেছিল।"
"ইহুদীদের ভুল ধারণা কী ছিল?","তারা মনে করত, আল্লাহর সাথে তাদের বিশেষ সম্পর্ক আছে, তাই তারা শাস্তি পাবে না এবং জান্নাত শুধু তাদের জন্য।"
"ইসলামের আগমনের পূর্বে আরবরা কোন উপাসনা করত?","তারা মূর্তি, জ্বিন, ফেরেশতা, সূর্য, চন্দ্র প্রভৃতি উপাসনা করত।"
"আরবদের মধ্যে এক আল্লাহর ধারণা ছিল কি?","ছিল, তবে তারা বিশ্বাস করত তিনি ‘সবচেয়ে বড় খোদা’ এবং ছোট খোদাদের মাধ্যমে তাঁকে সন্তুষ্ট করা যায়।"
"আরব সমাজে মূর্তিপূজা কতটা প্রচলিত ছিল?","অত্যন্ত ব্যাপক; এমনকি সুন্দর পাথর দেখলেই তারা পূজা শুরু করত।"
"আরব সমাজে কোন কোন অনৈতিক কাজ প্রচলিত ছিল?","মদ্যপান, জুয়া, ব্যভিচার, সুদ, লুটপাট ও কন্যা সন্তান জীবন্ত দাফন।"
"ইসলামের আগমনের পূর্বে আরবদের নৈতিক অবস্থা কেমন ছিল?","তারা ধর্মীয়, নৈতিক, সামাজিক ও রাজনৈতিক দিক থেকে অধঃপতনের চরম সীমায় ছিল।"
"আরব দেশকেই কেন ইসলামী আন্দোলনের কেন্দ্র হিসেবে বেছে নেওয়া হয়েছিল?","আরবদের ভৌগোলিক অবস্থান, ভাষা, স্বাধীনতা ও চরিত্রের উৎকর্ষের কারণে।"
"আরবদের কোন গুণটি ইসলামী আন্দোলনের উপযোগী ছিল?","তাদের সাহস, আত্মমর্যাদা, বাস্তববাদিতা ও দৃঢ় সংকল্প।"
"আরবরা বিদেশি শাসনের অধীন ছিল কি?","না, তারা ছিল সম্পূর্ণ স্বাধীন ও মুক্ত জাতি।"
"আরবী ভাষার বিশেষত্ব কী ছিল?","এই ভাষায় গভীর অর্থকে সহজে, হৃদয়গ্রাহীভাবে প্রকাশ করা যেত।"
"আরবদের মানসিক গঠন কেমন ছিল?","তারা বাস্তববাদী, বুদ্ধিমান, প্রখর স্মৃতিশক্তিসম্পন্ন ও সৎচরিত্রের অধিকারী ছিল।"
"ইসলামী আন্দোলনের পথে হযরত মুহাম্মদ (সা.)-কে কী ধরণের বাধা পোহাতে হয়?","অশিক্ষিত সমাজ, গভীর কুসংস্কার ও মূর্তিপূজার পরিবেশের বিরোধিতা।"
"ইসলামী আন্দোলনের সূচনা কোন পরিবেশে হয়েছিল?","অত্যন্ত প্রতিকূল ও অন্ধকারাচ্ছন্ন পরিবেশে।"
"ইসলামী আন্দোলনের লক্ষ্য কী ছিল?","মানব সমাজকে আল্লাহর একত্ববাদ ও সঠিক জীবনপথে ফিরিয়ে আনা।"
"হযরত মুহাম্মদ (সা.)-এর মিশনের সাফল্যকে ইতিহাসে কীভাবে দেখা হয়?","একটি নজিরবিহীন ও অলৌকিক সংস্কার আন্দোলন হিসেবে।"
"ইসলামী আন্দোলনের মূল ভিত্তি কী?","তাওহীদ বা এক আল্লাহর প্রতি বিশ্বাস।"
"রোমান খ্রিষ্টানদের মধ্যে কোন ভুল বিশ্বাস প্রচলিত ছিল?","তারা ঈসা (আঃ) ও মরিয়মকে খোদার মর্যাদা দিত এবং পাদ্রীদের সিজদা করত।"
"ভারতে সামাজিক বৈষম্যের প্রধান কারণ কী ছিল?","বর্ণ বা জাতিভেদ প্রথা।"
"ভারতের সমাজে নারীদের অবস্থা কেমন ছিল?","অত্যন্ত শোচনীয়; বিধবাদের জীবন্ত চিতায় ঝাঁপ দিতে হতো, বহুবিবাহ ও অনাচার ছিল স্বাভাবিক।"
"ইহুদীরা নবী হত্যা কেন করেছিল?","কারণ তারা নবীদের সত্যবাণী শুনতে রাজি ছিল না এবং নিজেদের শ্রেষ্ঠ মনে করত।"
"আরব সমাজে মেয়েশিশু হত্যার কারণ কী ছিল?","তারা কন্যা সন্তানকে অপয়া মনে করত এবং লজ্জার কারণে জীবন্ত কবর দিত।"
"ইসলামের আবির্ভাবের সময় বিশ্ব কেমন ছিল?","আধ্যাত্মিক অন্ধকার, নৈতিক পতন ও বহুদেবতাবাদে নিমজ্জিত।"
"ইসলামী আন্দোলনের সাফল্যের মূল রহস্য কী ছিল?","আল্লাহর নির্দেশনা, নবীর নেতৃত্ব ও আরবদের সাহসিকতা ও দৃঢ়তা।"
"আরব সমাজে কোন কোন কুসংস্কার প্রচলিত ছিল?","জ্যোতিষ, ভূতপ্রেত, শুভাশুভ গণনা ও ভবিষ্যৎ কথনে বিশ্বাস।"
"হযরত মুহাম্মদ (সা.) কোন সমাজে জন্মগ্রহণ করেছিলেন?","মূর্তিপূজায় নিমজ্জিত, নৈতিকভাবে অধঃপতিত আরব সমাজে।"
"ইসলামী আন্দোলনের প্রাথমিক লক্ষ্যবস্তু কারা ছিল?","আরব সমাজের মূর্তিপূজক ও কুসংস্কারাচ্ছন্ন জনগণ।"
"ইসলামী আন্দোলনের ফলাফল কী ছিল?","এটি বিশ্বে ন্যায়, সমতা ও একেশ্বরবাদ প্রতিষ্ঠা করেছিল।"
