"front","back"
"শৈশবে প্রথম কে হযরত (সা.)-কে দুধ পান করান?","তাঁর মা আমিনা।"
"দু-তিন দিন পর কে তাঁকে স্তন্যদান করেন?","আবু লাহাবের দাসী সাওবিয়া।"
"সে সময় আরবের ধনী লোকেরা কেন সন্তানদের গ্রামে পাঠাতেন?","বিশুদ্ধ বাতাস, সুস্বাস্থ্য ও বিশুদ্ধ আরবি ভাষা শেখার জন্য।"
"কে হযরত (সা.)-কে লালন-পালন করেছিলেন?","হালিমা সা’দিয়া।"
"হালিমা সা’দিয়া কোন গোত্রের ছিলেন?","হাওয়াযেন গোত্রের।"
"হালিমা প্রথমে হযরত (সা.)-কে নিতে অনিচ্ছুক ছিলেন কেন?","তিনি প্রথমে ধনী পরিবারের শিশু পেতে চেয়েছিলেন, কিন্তু পাননি।"
"হযরত (সা.) কত বছর বয়স পর্যন্ত হালিমার সঙ্গে ছিলেন?","প্রায় ছয় বছর বয়স পর্যন্ত।"
"হযরত (সা.)-এর মা আমিনা কখন মারা যান?","যখন তাঁর বয়স ছয় বছর।"
"আমিনা কোথায় মৃত্যুবরণ করেন ও সমাহিত হন?","আরওয়া নামক স্থানে, মদিনা থেকে ফেরার পথে।"
"আমিনার মৃত্যুর পর কে হযরত (সা.)-কে লালন-পালন করেন?","দাদা আবদুল মুত্তালিব।"
"আব্দুল মুত্তালিব মৃত্যুর আগে হযরত (সা.)-কে কার তত্ত্বাবধানে দেন?","পুত্র আবু তালিবের তত্ত্বাবধানে।"
"আবু তালিব কেন হযরত (সা.)-কে বিশেষ ভালোবাসতেন?","তিনি ছিলেন হযরত (সা.)-এর পিতার সহোদর ভাই এবং তাঁর প্রতি গভীর মমতা ছিল।"
"হযরত (সা.)-এর শৈশবে জীবিকা সংক্রান্ত কোন অভিজ্ঞতা ছিল?","তিনি ছাগল চরাতেন।"
"আরবে ছাগল চরানোকে কেমন কাজ মনে করা হতো?","সম্মানজনক ও সাধারণ একটি কাজ।"
"আবু তালিব পেশায় কী করতেন?","তিনি ব্যবসায়ী ছিলেন।"
"আবু তালিব কোন দেশে ব্যবসায় যেতেন?","সিরিয়া।"
"হযরত (সা.) ক’ বছর বয়সে প্রথমবার সিরিয়া সফরে যান?","প্রায় বারো বছর বয়সে।"
"আবু তালিব প্রথমে তাঁকে সফরে নিতে চাননি কেন?","দীর্ঘ সফরের কষ্টে শিশুটি কষ্ট পাবে ভেবে।"
"শেষ পর্যন্ত আবু তালিব কেন তাঁকে সঙ্গে নিয়েছিলেন?","হযরত (সা.)-এর অনুরোধে ও গভীর স্নেহের কারণে।"
"কুরাইশ বংশের বাণিজ্যিক অবস্থান কেমন ছিল?","তারা শান্তিপূর্ণভাবে আরবের বিভিন্ন অঞ্চলে বাণিজ্য করত।"
"হযরত (সা.)-এর জন্মের সময় তাঁর পিতার অবস্থা কী ছিল?","তাঁর পিতা আব্দুল্লাহ তখন মৃত ছিলেন।"
"হযরত (সা.)-এর জন্মের সময় তাঁর পরিবারের সামাজিক অবস্থান কী ছিল?","উচ্চ মর্যাদাসম্পন্ন কুরাইশ বংশের অন্তর্ভুক্ত।"
"মক্কা ও আশপাশের এলাকাগুলোতে শিশুদের লালন-পালনের জন্য গ্রামীণ মহিলারা কেন আসতেন?","শহরের সন্তানদের বিশুদ্ধ বাতাসে লালন-পালন ও বিশুদ্ধ ভাষা শেখানোর জন্য।"
"হযরত (সা.)-এর প্রতি আবু তালিবের আচরণ কেমন ছিল?","তিনি তাঁকে নিজের সন্তানদের চেয়ে বেশি ভালোবাসতেন ও যত্ন করতেন।"
"হযরত (সা.)-এর জীবনের প্রারম্ভিক বছরগুলো কেমন পরিবেশে কেটেছে?","পিতৃহীন অবস্থায়, কিন্তু মায়ের, দাদার ও চাচার স্নেহময় যত্নে।"
