What is a common lab safety rule for handling acids/bases?,"Wear gloves, goggles, and a lab coat. Neutralize spills immediately with appropriate agents."  

What is the role of a stir rod in titration?,"To manually mix solutions, though swirling the flask is preferred to avoid breakage."  

Why is a fresh sample used for each titration trial?,"Residual titrant or indicator in the flask could skew results. Always start with a clean flask."  

What is the purpose of a burette stand?,"To hold the burette vertically and securely, allowing precise control during titration."  

What is a "rough titration"?,"A quick trial to estimate the volume of titrant needed, helping to narrow down the endpoint in subsequent trials."  

Why is a conical flask used instead of a beaker for titration?,"Its conical shape allows efficient mixing during swirling without splashing, unlike a beaker."  

What is the final step in the citric acid calculation?,"Convert grams per liter (g/L) to percentage by dividing by 10 (since 1% = 10 g/L for 10 mL sample)."  

What is the main limitation of titration?,"It assumes a single reaction occurs. Impurities or side reactions can lead to errors."  

Why avoid touching the tip of the pipette?,"Skin oils or contaminants can affect volume measurement accuracy. Hold the pipette by the top."  

What is the role of a lab notebook?,"To record all data (volumes, observations) immediately, ensuring traceability and reducing errors."  

What is the difference between accuracy and precision?,"Accuracy: Closeness to the true value. Precision: Consistency of repeated measurements."  

Why use a standardized NaOH solution?,"To ensure its concentration is exact, as inaccuracies directly affect acid content calculations."  

What is the shelf life of phenolphthalein?,"1–2 years if stored in a dark bottle. Expired indicator may fail to show color change."  
